# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5514)
TMEM38B	unnamed (+949797)
TMEM39A	unnamed (+152340)
TMEM45B	unnamed (+33903), unnamed (+46100)
TMEM50B	unnamed (-249)
TMEM51	unnamed (+162119)
TMEM55B	unnamed (-249)
TMEM62	unnamed (+32515)
TMEM63B	unnamed (-300010)
TMEM72	unnamed (+41809)
TMEM78	unnamed (-465024), unnamed (-285074), unnamed (-100145)
TMEM80	unnamed (-52646)
TMEM87B	unnamed (-95)
TMEM88	unnamed (-12694)
TMEM9	unnamed (-16298)
TMEM94	unnamed (-45994)
TMOD3	unnamed (+36676)
TMPPE	unnamed (+100516)
TMPRSS11E	unnamed (-77778)
TMPRSS12	unnamed (-55958), unnamed (-228)
TMSB10	unnamed (-11373), unnamed (+52648)
TMX1	unnamed (+398154)
TMX2	unnamed (+21262)
TNFAIP3	unnamed (-169418), unnamed (+57157)
TNFRSF21	unnamed (+202598)
TNFSF18	unnamed (+57260), unnamed (+79452), unnamed (+379182)
TNFSF4	unnamed (-51364)
TNIK	unnamed (-180281)
TNIP1	unnamed (+11185)
TNKS	unnamed (-87640)
TNKS1BP1	unnamed (+29067)
TNNT3	unnamed (+20354)
TNP1	unnamed (-945571), unnamed (-692324), unnamed (-691735), unnamed (-471575), unnamed (-209100)
TNPO1	unnamed (-157993)
TNR	unnamed (-225663), unnamed (+475643)
TNS1	unnamed (-44336), unnamed (+138493), unnamed (+391740), unnamed (+392329), unnamed (+612489), unnamed (+874964)
TNS3	unnamed (-9987), unnamed (+5714), unnamed (+22619), unnamed (+23991)
TOLLIP	unnamed (-37118)
TOM1	unnamed (+43652), unnamed (+44125)
TOM1L2	unnamed (-298)
TOMM20	unnamed (+141475), unnamed (+511555)
TOMM40	unnamed (-458)
TOP1	unnamed (-43717)
TOR1AIP2	unnamed (+2166)
TOR4A	unnamed (+20065)
TOX	unnamed (-851519)
TOX2	unnamed (-12976)
TP53AIP1	unnamed (-200555)
TP53I11	unnamed (+170247)
TP53I3	unnamed (+770)
TP53TG3F	unnamed (+32469)
TPCN2	unnamed (+74064), unnamed (+82860), unnamed (+245163), unnamed (+371884), unnamed (+378659), unnamed (+386593), unnamed (+388396), unnamed (+400953), unnamed (+448371), unnamed (+449024), unnamed (+527308)
TPD52L1	unnamed (-50539)
TPK1	unnamed (+419718)
TPM1	unnamed (-209974), unnamed (-191670), unnamed (-42602)
TPO	unnamed (+115288)
TPPP	unnamed (-60914), unnamed (+57471)
TPPP3	unnamed (-13193)
TPRN	unnamed (-96)
TPST1	unnamed (+161201)
TPST2	unnamed (+69403)
TPTE	unnamed (-907262), unnamed (-741771), unnamed (-720553), unnamed (-704490), unnamed (-702130), unnamed (-571460), unnamed (-469313), unnamed (-248999), unnamed (-247484), unnamed (-194869)
TRA2A	unnamed (+45745)
TRABD2A	unnamed (-13007), unnamed (+119463)
TRAF2	unnamed (-1360)
TRAF3IP2	unnamed (-175072)
TRAF6	unnamed (+62110)
TRAFD1	unnamed (+22633)
TRAK1	unnamed (-27824)
TRAPPC11	unnamed (-105252)
TRAPPC12	unnamed (-629310), unnamed (-598529), unnamed (-269501), unnamed (-198564)
TRAPPC9	unnamed (+499591)
TREH	unnamed (-50149), unnamed (+64175)
TREML1	unnamed (+43138)
TRIB1	unnamed (+71644)
TRIB2	unnamed (-949943)
TRIM13	unnamed (-43247)
TRIM14	unnamed (-40831), unnamed (-27152)
TRIM16	unnamed (+24410)
TRIM17	unnamed (-5128)
TRIM22	unnamed (-4627)
TRIM24	unnamed (+202547)
TRIM29	unnamed (+173592), unnamed (+230978), unnamed (+292508)
TRIM33	unnamed (+44731)
TRIM37	unnamed (-337)
TRIM42	unnamed (-291070)
TRIM5	unnamed (+1)
TRIM56	unnamed (+33081)
TRIM62	unnamed (-39340)
TRIML2	unnamed (+19987)
TRIO	unnamed (+63670), unnamed (+260308)
TRIP13	unnamed (-31646)
TRIQK	unnamed (+518)
TRIT1	unnamed (+53478)
TRMT1L	unnamed (+41383)
TRMT44	unnamed (+93471), unnamed (+107353)
TRNP1	unnamed (+5864), unnamed (+14605)
TRPC4	unnamed (+165856)
TRPC5	unnamed (-238542)
TRPM2	unnamed (+42575)
TRPM3	unnamed (-559199), unnamed (-556758)
TRPM7	unnamed (-197)
TSC22D1	unnamed (-239387), unnamed (-137712), unnamed (+21065), unnamed (+53163)
TSC22D2	unnamed (-63117)
TSHR	unnamed (+20993)
TSHZ2	unnamed (+374060)
TSKS	unnamed (-3194), unnamed (-2374)
TSN	unnamed (+518852)
TSNARE1	unnamed (+528986), unnamed (+531134), unnamed (+910877)
TSPAN14	unnamed (+55770)
TSPAN18	unnamed (+15487)
TSPAN3	unnamed (-84861)
TSPAN5	unnamed (-158440)
TSPAN9	unnamed (-95106), unnamed (-21385), unnamed (-11817), unnamed (-5958)
TSPYL6	unnamed (-80331)
TTBK1	unnamed (+44646)
TTC27	unnamed (+288334)
TTC7A	unnamed (+128649), unnamed (+135728)
TTC8	unnamed (+237609)
TTLL10	unnamed (-43125)
TTLL12	unnamed (-104277)
TTLL8	unnamed (-479)
TTPAL	unnamed (-70892)
TUB	unnamed (-60929)
TUBA3C	unnamed (+969651)
TUBAL3	unnamed (+23476)
TUBB2B	unnamed (-20066)
TUBB8	unnamed (-14863), unnamed (+39258)
TUBGCP2	unnamed (-86)
TUBGCP3	unnamed (+9988)
TUFT1	unnamed (-24021), unnamed (+7018)
TUNAR	unnamed (+3725)
TWIST2	unnamed (-100167), unnamed (+61038), unnamed (+276905)
TXK	unnamed (+6469)
TXLNB	unnamed (-75876)
TXN	unnamed (+125061), unnamed (+131260), unnamed (+140509)
TXNDC9	unnamed (+19095)
TXNRD1	unnamed (+3827)
TXNRD3	unnamed (+115326)
TYRP1	unnamed (+488412)
TYW5	unnamed (-253255)
U2AF1L5	unnamed (-761975), unnamed (-759578)
U2AF2	unnamed (+15397)
UACA	unnamed (+565571)
UBA1	unnamed (+4651)
UBAC2	unnamed (-127779), unnamed (-1743)
UBASH3B	unnamed (-20433), unnamed (+76812)
UBE2D3	unnamed (+40586)
UBE2E1	unnamed (-77461), unnamed (-76974)
UBE2E2	unnamed (-106959), unnamed (+525149), unnamed (+525636)
UBE2E3	unnamed (+295208)
UBE2G1	unnamed (-40912)
UBE2M	unnamed (-10659), unnamed (-5083)
UBE2Q2	unnamed (-19232), unnamed (+28088)
UBE2T	unnamed (+136540)
UBE2U	unnamed (-283099), unnamed (-282277), unnamed (-18711)
UBE3A	unnamed (-320226)
UBE3C	unnamed (+160364), unnamed (+170315)
UBE4B	unnamed (+51693)
UBIAD1	unnamed (+101021)
UBL3	unnamed (-172672), unnamed (+8974)
UBR4	unnamed (+157573), unnamed (+199936), unnamed (+244195)
UBXN11	unnamed (-33347)
UBXN2B	unnamed (-110948)
UCK2	unnamed (-6983)
UCKL1	unnamed (+7784)
UCN3	unnamed (+16345)
UGCG	unnamed (+145346)
UGGT1	unnamed (+200408)
UGP2	unnamed (-226993), unnamed (-226443), unnamed (-179078)
ULK1	unnamed (-33731)
ULK4	unnamed (-100816)
UMODL1	unnamed (-44307)
UMPS	unnamed (-16706), unnamed (+44171), unnamed (+50111), unnamed (+103537), unnamed (+104650)
UNC119	unnamed (-10989)
UNC13B	unnamed (+356426)
UNC5B	unnamed (-226618)
UNCX	unnamed (+62539)
UNK	unnamed (-25), unnamed (+300)
UPF2	unnamed (+122346), unnamed (+137410)
UPF3A	unnamed (-29365)
UQCRFS1	unnamed (+203342), unnamed (+523550)
UQCRHL	unnamed (+128), unnamed (+8910)
URI1	unnamed (-100610)
USHBP1	unnamed (-2474)
USP14	unnamed (-148285), unnamed (-94742), unnamed (-79135), unnamed (-53141), unnamed (-46199)
USP18	unnamed (+87725), unnamed (+237701)
USP2	unnamed (-85)
USP22	unnamed (+11403)
USP25	unnamed (-180044), unnamed (+833985)
USP27X	unnamed (-26119)
USP29	unnamed (-177088)
USP32	unnamed (-29)
USP35	unnamed (+192060)
USP36	unnamed (-42821)
USP38	unnamed (-100209)
USP40	unnamed (+208888)
USP42	unnamed (+67553)
USP43	unnamed (-98)
USP46	unnamed (-75982)
USP53	unnamed (+21850)
USP6NL	unnamed (-155286), unnamed (+247819)
UST	unnamed (+313102)
UTP18	unnamed (-244), unnamed (+488706)
UTRN	unnamed (-6997)
UTS2R	unnamed (+29625)
UVSSA	unnamed (-242)
VAC14	unnamed (+52709), unnamed (+106896)
VAMP3	unnamed (-667184), unnamed (-623367)
VANGL1	unnamed (-215470), unnamed (-95849), unnamed (+72899), unnamed (+76090)
VAPA	unnamed (-480), unnamed (-119)
VAV1	unnamed (+11219)
VAV3	unnamed (+716058)
VCL	unnamed (+58464)
VCX2	unnamed (-102363)
VCX3A	unnamed (-419885), unnamed (+2149)
VCX3B	unnamed (-191200)
VDAC2	unnamed (+14779)
VDR	unnamed (-25863)
VEGFA	unnamed (+56197)
VEGFC	unnamed (-434943)
VEZF1	unnamed (+107013)
VGLL3	unnamed (-134380)
VGLL4	unnamed (+43195)
VILL	unnamed (-51692)
VIPR2	unnamed (+146443)
VIT	unnamed (-38171), unnamed (+222478)
VLDLR	unnamed (-562532), unnamed (-340235)
VPS13B	unnamed (+452072)
VPS37C	unnamed (-3428)
VPS41	unnamed (-25569)
VPS53	unnamed (+225819)
VSIG2	unnamed (+4807)
VSIG4	unnamed (-57415), unnamed (+343380)
VSIR	unnamed (+6255), unnamed (+13950)
VSX2	unnamed (-96553)
VTA1	unnamed (+132296)
VWA3B	unnamed (-42084), unnamed (-36852)
VWC2	unnamed (-139894)
WASHC1	unnamed (+19536)
WASL	unnamed (-68055)
WBP1	unnamed (-49)
WDFY4	unnamed (+64616)
WDPCP	unnamed (+369523)
WDR1	unnamed (-229354), unnamed (-219738)
WDR11	unnamed (+227689), unnamed (+430492), unnamed (+702745), unnamed (+728684)
WDR18	unnamed (-27596), unnamed (-27301)
WDR3	unnamed (+218426)
WDR34	unnamed (+21165)
WDR37	unnamed (+58168), unnamed (+183213), unnamed (+327963)
WDR4	unnamed (+216442)
WDR41	unnamed (+32547)
WDR43	unnamed (+110402), unnamed (+138762)
WDR45B	unnamed (-23749), unnamed (+62192), unnamed (+126268)
WDR5	unnamed (+46884)
WDR60	unnamed (+141936)
WDR63	unnamed (+84590)
WDR72	unnamed (+329662)
WDR75	unnamed (-62101), unnamed (+45984)
WDR81	unnamed (-8506)
WDR97	unnamed (+18110)
WDSUB1	unnamed (+73267)
WDYHV1	unnamed (+2324)
WFDC2	unnamed (-32695)
WIPI1	unnamed (+128368), unnamed (+131261)
WLS	unnamed (-44136)
WNT4	unnamed (-245865)
WNT5A	unnamed (-376321), unnamed (-81278), unnamed (+238271), unnamed (+425788), unnamed (+533366)
WNT7A	unnamed (+29687), unnamed (+54775), unnamed (+55444)
WNT7B	unnamed (+16427), unnamed (+288103)
WNT9A	unnamed (+12886)
WRN	unnamed (+990644)
WSB1	unnamed (-799396), unnamed (-720911), unnamed (-699160), unnamed (-690062), unnamed (-681713), unnamed (-674371), unnamed (-511000), unnamed (-507624), unnamed (-503745), unnamed (-497927), unnamed (-496170), unnamed (-490275), unnamed (-487896), unnamed (-486405), unnamed (-483330), unnamed (-480754), unnamed (-469941), unnamed (-463827), unnamed (-463321), unnamed (-460872), unnamed (-458132), unnamed (-451288), unnamed (-446928), unnamed (-445332), unnamed (-440873), unnamed (-439314), unnamed (-437885), unnamed (-432742), unnamed (-423983), unnamed (-423118), unnamed (-416655), unnamed (-414608), unnamed (-408440)
WWC1	unnamed (-488794), unnamed (-73505), unnamed (-1998), unnamed (-629), unnamed (+55699), unnamed (+189282)
WWC2	unnamed (-138977), unnamed (-296), unnamed (+196611)
WWC3	unnamed (+2476)
WWP2	unnamed (-103), unnamed (+155664)
XAGE1A	unnamed (-69731)
XAGE2	unnamed (-211), unnamed (+56915)
XCL2	unnamed (+75875)
XCR1	unnamed (-135859), unnamed (-96147)
XPC	unnamed (-51264)
XPNPEP3	unnamed (-410)
XPO4	unnamed (-72530)
XPR1	unnamed (+379127)
XRCC2	unnamed (+11330)
XRCC3	unnamed (+4372)
XRCC5	unnamed (-8411)
XXYLT1	unnamed (-115803), unnamed (+161101), unnamed (+418613), unnamed (+529761)
XYLT1	unnamed (-38483), unnamed (-12518)
YAE1D1	unnamed (-305853)
YAP1	unnamed (-99506), unnamed (-99128)
YARS2	unnamed (-137384)
YIPF5	unnamed (+245518)
YPEL2	unnamed (+160392)
YPEL3	unnamed (-8294)
YPEL4	unnamed (+12094)
YPEL5	unnamed (+71931)
YTHDC1	unnamed (-19918)
YWHAZ	unnamed (-98732), unnamed (-89500)
ZADH2	unnamed (+449065)
ZBBX	unnamed (+923844)
ZBED4	unnamed (+48089), unnamed (+48520)
ZBED5	unnamed (-366232), unnamed (-144472), unnamed (-143671), unnamed (-67530), unnamed (-41617)
ZBTB18	unnamed (-126710), unnamed (+113048), unnamed (+251976)
ZBTB21	unnamed (-16653)
ZBTB3	unnamed (+83)
ZBTB37	unnamed (-779)
ZBTB40	unnamed (-63020)
ZBTB7A	unnamed (+30728)
ZC3H11B	unnamed (+94432)
ZC3H12C	unnamed (-201075)
ZC3H15	unnamed (+58373)
ZC3H4	unnamed (-8804), unnamed (+51178), unnamed (+54887)
ZCCHC10	unnamed (+54686)
ZCCHC13	unnamed (-425542), unnamed (-185493)
ZCCHC14	unnamed (-10361)
ZCCHC6	unnamed (-411198), unnamed (-260484)
ZDHHC1	unnamed (+11328)
ZDHHC11	unnamed (-10011)
ZDHHC11B	unnamed (+12643)
ZDHHC14	unnamed (+318976), unnamed (+343334), unnamed (+382469), unnamed (+383596)
ZFAND4	unnamed (+77722)
ZFAT	unnamed (-145378), unnamed (-65640), unnamed (-65299), unnamed (+273502), unnamed (+550890), unnamed (+943719)
ZFHX3	unnamed (-809903), unnamed (+133836)
ZFP14	unnamed (-14171)
ZFP30	unnamed (+19863)
ZFP36L1	unnamed (-3868), unnamed (+45785), unnamed (+119454), unnamed (+215319), unnamed (+216532)
ZFP36L2	unnamed (+26516)
ZFP42	unnamed (+89835)
ZFP64	unnamed (+248105)
ZFP82	unnamed (-30751), unnamed (+25286)
ZHX2	unnamed (-977800)
ZIM2	unnamed (-102226)
ZMAT4	unnamed (-253983), unnamed (+76968), unnamed (+415380)
ZMIZ1	unnamed (+88721)
ZMIZ2	unnamed (+16600)
ZMYND11	unnamed (-70617), unnamed (+129793)
ZMYND8	unnamed (-27643)
ZNF100	unnamed (+241432)
ZNF121	unnamed (-15454)
ZNF131	unnamed (-42511), unnamed (-15561), unnamed (-66)
ZNF133	unnamed (-143369)
ZNF146	unnamed (-31515)
ZNF165	unnamed (-814)
ZNF169	unnamed (-151862), unnamed (-93231), unnamed (-47044)
ZNF180	unnamed (+41592)
ZNF195	unnamed (-43590)
ZNF214	unnamed (+66819)
ZNF215	unnamed (+27126)
ZNF217	unnamed (+247372)
ZNF229	unnamed (-10453)
ZNF236	unnamed (-49741)
ZNF251	unnamed (+67794)
ZNF257	unnamed (+128129)
ZNF260	unnamed (-99)
ZNF266	unnamed (-60150)
ZNF281	unnamed (+78964), unnamed (+361758)
ZNF283	unnamed (+20652)
ZNF292	unnamed (+57982)
ZNF322	unnamed (-320645)
ZNF326	unnamed (+31089), unnamed (+383952), unnamed (+513345)
ZNF331	unnamed (+38945), unnamed (+76258)
ZNF33B	unnamed (+558758), unnamed (+571277), unnamed (+723766), unnamed (+727680), unnamed (+728593), unnamed (+729027), unnamed (+729521), unnamed (+731993), unnamed (+734319), unnamed (+735081), unnamed (+739414), unnamed (+741624), unnamed (+742315), unnamed (+742985), unnamed (+746147), unnamed (+748280), unnamed (+749592), unnamed (+750791), unnamed (+752381)
ZNF362	unnamed (-35567)
ZNF366	unnamed (-150592)
ZNF385B	unnamed (+149946)
ZNF396	unnamed (-70227)
ZNF398	unnamed (-5125)
ZNF404	unnamed (+36020)
ZNF407	unnamed (-14023), unnamed (+129263)
ZNF420	unnamed (+50090)
ZNF425	unnamed (-16005)
ZNF429	unnamed (+20632)
ZNF430	unnamed (-71035)
ZNF431	unnamed (-24338), unnamed (+41401), unnamed (+79809)
ZNF462	unnamed (-218756), unnamed (+29745), unnamed (+414167)
ZNF479	unnamed (+327909)
ZNF484	unnamed (+73190)
ZNF486	unnamed (+30773)
ZNF488	unnamed (-97418), unnamed (-78780), unnamed (-37139)
ZNF511	unnamed (+767)
ZNF516	unnamed (-277676)
ZNF518B	unnamed (-166689), unnamed (+111146), unnamed (+120762)
ZNF519	unnamed (+27166)
ZNF532	unnamed (+7714), unnamed (+24521)
ZNF546	unnamed (+17339), unnamed (+36842)
ZNF557	unnamed (+83750), unnamed (+188023)
ZNF560	unnamed (+17712)
ZNF561	unnamed (-31740), unnamed (+21448)
ZNF562	unnamed (+21905)
ZNF564	unnamed (+24711)
ZNF566	unnamed (+36), unnamed (+40154)
ZNF567	unnamed (+61485)
ZNF571	unnamed (-40759)
ZNF585A	unnamed (+44171)
ZNF595	unnamed (+5927)
ZNF600	unnamed (+43485)
ZNF607	unnamed (-58)
ZNF608	unnamed (+581239)
ZNF611	unnamed (-8224), unnamed (-3322)
ZNF618	unnamed (-419936)
ZNF619	unnamed (+20252)
ZNF620	unnamed (-8674)
ZNF621	unnamed (+606561), unnamed (+657900)
ZNF623	unnamed (+19875)
ZNF648	unnamed (-39804), unnamed (+332956)
ZNF675	unnamed (+33313)
ZNF676	unnamed (+16333)
ZNF678	unnamed (-146820), unnamed (-133730)
ZNF692	unnamed (-87142)
ZNF695	unnamed (+20668)
ZNF701	unnamed (-34724)
ZNF705E	unnamed (+27055)
ZNF706	unnamed (-232057), unnamed (+153572), unnamed (+162804)
ZNF707	unnamed (-14973)
ZNF708	unnamed (+107561), unnamed (+145969)
ZNF709	unnamed (-41989)
ZNF714	unnamed (+35502)
ZNF716	unnamed (+617387), unnamed (+669382)
ZNF717	unnamed (+34071), unnamed (+35690), unnamed (+118237)
ZNF718	unnamed (-65268)
ZNF728	unnamed (-96109), unnamed (+145246)
ZNF730	unnamed (-17690)
ZNF737	unnamed (+367688)
ZNF750	unnamed (-131720)
ZNF780B	unnamed (+22291), unnamed (+41794)
ZNF788	unnamed (-36)
ZNF790	unnamed (-214), unnamed (+19310)
ZNF804A	unnamed (-191209)
ZNF808	unnamed (-401), unnamed (+8287)
ZNF85	unnamed (+26297)
ZNF850	unnamed (-46260), unnamed (+23701)
ZNF888	unnamed (-20553)
ZNF91	unnamed (-258329), unnamed (+34112)
ZNF99	unnamed (-73823)
ZNHIT6	unnamed (+92129), unnamed (+101021)
ZNRF3	unnamed (+99827), unnamed (+116611)
ZP3	unnamed (-1375)
ZSWIM4	unnamed (+59198)
ZXDA	unnamed (-459404)
ZYG11B	unnamed (-18072)

