name	length	WIBR3_naive_TSC	AN_STB	AN_EVT	AN_naive_TSC	AN_naive	AN_primed_TSC	AN_primed	H9_STB	H9_capacitated_rep1	H9_capacitated_rep2	H9_EVT	H9_naive_TSC	H9_naive	H9_primed_StemPro	H9_primed_TSC	H9_primed
AF186996.1	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF186996.2	907	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AF186996.3	964	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AF186996.4	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF186996.5	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF186996.6	149	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0
AF186996.7	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF186996.8	907	0	4	3	1	0	0	1	0	0	1	0	0	0	1	0	0
AF196972.1	653	7	14	0	4	8	6	4	4	6	3	1	0	10	7	16	5
AF201337.1	748	0	0	1	0	35	1	2	0	8	35	2	4	29	1	0	4
AF212831.1	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF213884.1	463	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0
AF213884.2	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF213884.3	479	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AF228730.1	663	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AF228730.2	848	0	0	0	0	133	0	0	0	9	87	0	0	69	2	1	0
AF228730.3	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF228730.4	183	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
AF228730.5	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF228730.6	218	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AF228730.7	2023	0	0	1	0	0	0	4	1	8	1	0	1	1	1	6	3
AF228730.8	221	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
AF230666.1	1483	8	1	3	1	4	1	5	4	6	7	8	1	3	9	23	4
AF230666.2	725	1	0	0	1	0	0	3	2	0	0	0	0	0	0	6	0
AF233439.1	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF235103.1	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF235103.2	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF238378.1	358	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
AF240627.1	879	0	0	0	0	0	0	1	6	0	1	48	14	24	0	0	0
AF241725.1	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF241726.1	699	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0
AF241726.2	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF241728.1	1180	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0
AF246928.1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF250324.1	2304	3	1	0	11	2	3	7	0	2	1	1	0	0	6	2	6
AF250324.2	610	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0
AF254982.1	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF254983.1	3336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF254983.2	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF274573.1	494	0	0	0	0	0	1	0	1	1	1	1	0	1	2	0	0
AF274573.2	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF274854.1	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF274855.1	1589	3	1	4	2	0	12	0	6	0	0	2	1	0	0	0	0
AF274856.1	1310	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0
AF274858.1	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF274858.2	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF274858.3	787	3	2	4	0	19	29	10	3	22	26	2	0	15	15	22	12
AF279873.1	313	3	1	0	3	2	0	2	0	2	0	0	3	2	4	4	1
AF279873.2	744	2	1	0	1	4	0	0	0	0	0	1	0	2	3	1	0
AF279873.3	1418	0	0	0	0	0	0	1	1	1	4	0	0	0	1	0	0
AF279873.4	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF287957.1	1595	2	0	0	5	0	7	3	3	1	0	0	3	0	5	36	5
AF305872.1	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1	10036	415	71	2430	550	384	289	133	44	287	245	9056	248	244	145	249	103
AFAP1-AS1	6795	3	0	6	4	3	2	0	0	3	4	76	0	3	5	2	0
AFAP1L1	4721	429	369	1411	426	156	7	24	205	95	102	3531	328	259	34	6	58
AFAP1L2	5789	147	8	8	829	73	179	194	3	88	88	0	242	51	184	277	220
AFDN	13720	1060	350	400	1000	423	210	651	281	621	569	1190	733	612	647	982	547
AFDN-AS1	2362	29	18	9	38	18	51	37	18	33	28	19	26	44	156	187	165
AFF1	10733	677	2860	1195	448	333	722	471	2804	546	425	2969	1065	503	609	894	362
AFF2	14006	0	0	0	4	93	55	19	0	51	42	0	3	69	48	115	43
AFF2-IT1	443	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AFF3	12737	2	1	6	5	262	435	12	4	14	31	17	7	40	16	369	21
AFF4	11297	1233	1048	700	1287	536	631	560	794	590	462	1847	1141	618	451	664	478
AFG1L	8450	162	162	115	135	307	158	142	130	165	101	128	90	366	239	191	211
AFG3L1P	9532	964	517	589	567	539	501	661	316	547	529	886	448	714	573	1255	510
AFG3L2	6624	347	157	164	237	550	177	395	159	531	426	373	201	699	367	323	363
AFG3L2P1	1763	0	0	0	1	3	0	0	1	0	5	0	0	4	0	2	0
AFM	2244	0	0	0	0	0	11	1	0	1	0	0	0	0	0	0	0
AFMID	4048	1152	583	423	801	546	377	709	657	738	613	492	794	1045	1270	686	1057
AFP	3259	0	1	0	0	0	187	237	1	76	879	0	0	0	51	0	52
AFTPH	5767	1077	911	469	940	239	411	373	738	399	340	835	754	332	381	750	307
AGA	2675	507	236	553	419	847	460	217	235	405	450	665	258	525	435	916	324
AGAP10P	2418	1	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0
AGAP11	3078	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AGAP1	13910	647	303	129	897	351	280	276	266	234	242	194	695	343	308	646	301
AGAP12P	2400	2	0	0	0	0	0	0	0	2	2	1	1	0	1	3	2
AGAP13P	363	1	0	2	2	2	0	5	1	1	0	4	0	2	0	0	0
AGAP14	2060	5	4	4	2	2	4	8	0	3	2	3	1	2	6	6	5
AGAP1-IT1	664	7	2	0	4	2	0	2	5	2	9	3	4	2	4	0	0
AGAP2	6728	19	8	5	13	11	198	32	10	29	8	25	15	5	39	406	48
AGAP2-AS1	1500	50	2	6	30	5	12	8	2	7	0	6	18	0	3	36	7
AGAP3	11032	376	149	150	506	119	206	269	86	108	89	306	452	203	262	412	343
AGAP4	3474	18	10	14	18	19	11	14	7	10	3	14	6	4	13	16	4
AGAP5	3115	1	1	1	1	4	2	2	1	0	0	4	0	1	1	2	1
AGAP6	3160	93	50	54	50	60	50	111	33	72	84	103	62	43	81	97	71
AGAP7P	2062	0	1	1	0	0	0	0	5	28	16	16	9	18	20	27	14
AGAP9	2387	37	24	23	18	22	21	32	18	22	34	34	24	29	48	29	26
AGBL1	13580	0	1	0	0	24	3	0	0	2	4	1	0	1	0	30	0
AGBL1-AS1	2440	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AGBL2	5483	1	2	4	4	29	14	88	2	30	14	1	2	63	249	2	141
AGBL3	7307	48	16	10	40	14	65	61	10	34	17	15	18	19	58	109	49
AGBL4	7462	0	1	2	0	86	3	6	1	104	68	2	1	65	33	34	2
AGBL4-IT1	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	5283	784	341	248	634	200	1472	935	271	520	341	417	489	188	1263	2037	1208
AGBL5-AS1	407	0	0	2	1	0	0	0	1	4	0	0	1	1	0	0	0
AGBL5-IT1	339	11	1	5	5	7	12	2	4	4	2	16	7	2	4	11	9
AGER	2077	33	16	31	34	128	44	53	6	50	114	72	22	319	73	62	57
AGFG1	9321	1472	414	658	1366	500	366	548	342	734	573	1345	1407	721	632	632	470
AGFG2	5478	283	54	84	303	72	208	89	42	66	59	251	252	58	57	208	45
AGGF1	5051	325	93	106	287	342	261	169	93	216	118	238	213	222	296	332	203
AGGF1P10	2191	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AGGF1P1	2073	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
AGGF1P2	2106	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
AGGF1P3	1213	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
AGGF1P4	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P5	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P6	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P7	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P8	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P9	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGK	6547	1295	639	950	1010	736	1508	1315	469	1015	687	658	918	945	1662	2391	1835
AGKP1	1263	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
AGL	8434	1835	93	345	1432	3373	339	413	100	1108	638	462	1015	3617	569	839	537
AGMAT	2500	10	6	9	4	20	11	71	6	54	21	15	6	9	95	19	64
AGMO	3587	0	0	1	0	15	169	1	0	34	34	0	0	32	44	35	11
AGO1	13886	6566	4152	2421	5570	4169	1621	3167	3110	3205	2140	2409	4103	3431	3280	3566	3305
AGO2	15833	1835	769	946	1781	632	597	1742	691	1045	679	1538	1787	827	1907	1715	1850
AGO3	21157	425	274	296	385	108	503	289	191	194	187	613	304	128	255	627	331
AGO4	7267	309	479	423	281	389	169	111	326	66	55	763	234	440	272	252	161
AGPAT1	3631	1332	287	540	762	411	1150	1514	248	973	684	852	663	389	1368	1545	1521
AGPAT2	1798	64	52	10	27	149	15	38	33	40	69	44	41	68	32	28	32
AGPAT3	11296	349	79	13	341	75	184	13	102	40	44	28	267	51	36	239	39
AGPAT4	8769	501	71	369	791	342	1049	810	112	695	492	874	480	423	868	1599	951
AGPAT4-IT1	1878	50	17	44	57	30	18	77	7	108	41	238	29	50	39	98	48
AGPAT5	4684	3714	667	390	2308	328	1025	1978	1150	1287	884	299	2210	357	1536	939	1475
AGPAT5P1	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPS	8745	780	119	317	614	280	391	441	99	431	350	495	368	296	625	459	494
AGR2	2845	10	0	0	0	0	0	0	0	0	12	4	0	0	1	0	0
AGR3	1160	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	0
AGRN	10758	372	52	60	256	82	112	101	40	116	107	158	156	74	180	201	155
AGRP	764	3	0	1	1	6	5	1	0	1	0	0	0	0	1	13	3
AGT	2291	0	0	0	4	0	8	0	0	3	5	9	0	0	2	0	13
AGTPBP1	4939	347	160	214	359	512	369	528	123	420	332	343	221	492	683	780	624
AGTR1	3478	0	0	0	0	14	0	0	0	0	2	0	0	12	0	4	1
AGTR2	2882	1	0	1	0	2592	0	0	0	35	143	0	0	944	0	0	0
AGTRAP	2435	2868	2665	2335	1956	2531	2617	3936	2091	3367	1764	2522	1709	2433	5338	3404	4809
AGXT2	3952	1	2	2	0	3	0	3	0	6	1	1	0	0	4	0	7
AGXT	4459	0	0	15	4	0	0	0	0	0	0	13	6	0	0	0	0
AHCTF1	9609	575	316	257	382	193	210	265	209	378	289	590	411	304	304	342	292
AHCY	3894	22167	6626	7157	13809	11075	9999	26505	6906	22375	15000	5209	11418	12708	24121	24303	23761
AHCYL1	5113	3051	1706	1786	4710	2434	1991	1239	1632	1604	1409	2355	3234	3914	1414	1875	1546
AHCYL2	6858	172	88	76	152	304	222	144	72	155	94	171	79	230	197	309	176
AHCYP2	1300	0	2	2	2	22	2	0	1	3	6	1	2	3	1	1	0
AHCYP3	1279	0	0	0	0	6	1	0	0	0	2	0	1	2	1	3	0
AHCYP4	1315	0	1	1	0	16	0	2	0	1	6	1	1	9	4	0	2
AHCYP5	1238	0	2	1	0	27	0	1	1	2	14	0	0	7	0	0	0
AHCYP7	1308	0	0	0	3	31	1	4	1	1	16	1	1	9	1	1	1
AHCYP8	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHDC1	7157	341	34	71	230	60	423	102	27	87	78	123	157	58	75	176	88
AHI1	8705	570	315	294	395	125	663	473	337	310	201	575	396	191	759	977	450
AHNAK	19465	5981	749	2757	6160	1191	1368	77	522	156	692	8512	3699	811	169	100	32
AHNAK2	18771	13	4	7	17	192	5	7	4	47	95	56	8	54	35	28	12
AHR	6661	71	27	5	37	10	24	31	41	28	24	26	28	22	40	30	40
AHRR	7678	16	9	58	7	11	4	3	12	11	14	145	18	7	11	11	2
AHSA1	2948	7057	2115	3388	4651	3990	3266	4366	2092	5226	4266	4321	4087	3928	4074	4258	4004
AHSA2	8382	289	234	240	212	118	166	112	109	82	101	444	123	98	241	113	135
AHSG	2353	3	1	0	1	7	3	42	9	27	30	0	4	1	13	0	12
AHSP	562	0	0	1	1	0	1	1	0	24	5	0	0	0	3	1	77
AICDA	3115	3	5	16	1	40	0	4	3	28	5	20	0	34	3	0	1
AIDA	4232	86	16	53	70	22	62	98	19	70	51	66	43	29	90	71	56
AIF1	1276	0	0	3	1	9	28	112	0	39	8	10	0	0	106	1	178
AIF1L	5299	4866	6708	32127	10084	4395	14115	15547	8733	5349	3739	30681	10144	6034	10186	10080	14097
AIFM1	3306	2305	964	1487	2242	3087	2028	2534	1141	4273	2695	1608	2206	3308	2445	3342	3097
AIFM1P1	1841	0	0	0	0	11	0	0	0	0	5	1	0	6	0	0	0
AIFM2	5135	143	822	182	150	737	299	384	720	428	374	257	221	478	373	132	312
AIFM3	5401	3	51	21	8	39	54	29	31	28	11	20	11	35	63	23	25
AIG1	6016	224	146	49	125	160	1022	1271	225	1314	699	28	237	104	2186	1067	1003
AIG1P1	148	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AIM2	2009	0	0	1	0	0	4	12	0	5	8	0	0	0	20	178	21
AIMP1	3328	3184	1962	1852	2129	2238	990	1615	1634	2041	1629	1852	1778	2625	1675	1272	1754
AIMP1P1	937	1	0	0	0	17	0	2	0	0	7	0	0	4	2	2	0
AIMP1P2	312	6	4	3	0	11	0	0	0	0	6	10	2	2	0	0	0
AIMP2	1838	2658	1770	1346	1734	926	1152	2735	1384	2016	1571	1343	1393	730	1849	1846	1893
AIP	1640	1600	1683	2026	1278	1155	1577	1016	1686	1061	916	2256	1183	1017	1283	1877	1286
AIPL1	3985	0	0	0	1	1	0	7	0	31	3	0	0	0	67	1	53
AIRE	4678	0	2	1	0	277	0	0	3	27	79	7	0	89	4	0	0
AIRN	4374	2	2	1	1	2	1	5	2	3	4	1	5	1	3	4	0
AJ003147.1	454	3	0	2	0	0	1	0	2	0	0	0	1	0	0	0	0
AJ003147.2	629	14	8	8	7	1	7	1	2	10	2	4	11	4	4	0	4
AJ003147.3	2199	2	6	5	7	3	17	4	6	8	4	6	1	10	7	15	2
AJ006995.1	572	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AJ009632.1	1376	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0
AJ009632.2	8941	0	1	0	0	0	576	0	2	1	1	7	0	0	0	5	0
AJ011931.1	2492	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
AJ011932.1	465	0	0	0	0	3	1	2	0	3	1	0	0	0	3	0	3
AJ239318.1	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ239321.1	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ239322.1	2209	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AJ239322.2	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ239328.1	4807	0	1	0	0	1	0	0	0	1	1	0	0	4	6	5	3
AJ271736.1	1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJAP1	12405	81	3	51	43	7	79	14	2	97	120	65	23	2	24	51	17
AJUBA	5979	528	79	206	454	197	553	348	103	105	177	353	399	249	466	285	356
AK1	2667	88	61	97	81	26	146	74	57	37	33	126	67	21	111	297	90
AK2	5727	5083	3160	2585	4372	2401	1883	2466	2586	3235	1676	2105	3565	2797	2620	2191	2297
AK2P2	405	0	1	3	0	0	0	2	0	0	0	1	0	0	0	1	0
AK3	4483	391	443	165	334	115	559	223	737	642	288	315	411	201	585	1053	305
AK3P2	429	0	0	1	0	0	0	0	0	1	0	6	0	1	0	0	0
AK3P3	664	17	5	4	9	1	8	39	0	14	13	14	5	2	21	20	18
AK3P4	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK3P5	519	7	2	2	2	6	2	2	1	0	3	7	3	0	3	0	1
AK4	7578	341	72	60	437	1393	141	1870	79	1765	1055	35	190	925	683	1032	2204
AK4P2	670	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AK4P3	669	17	12	10	2	7	0	0	11	1	2	15	5	3	0	0	0
AK4P4	646	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
AK4P5	634	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AK4P6	528	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0
AK5	6919	91	72	1000	85	166	8	36	44	27	17	839	85	149	54	38	56
AK6	2162	2695	861	1332	2017	1970	1047	1596	772	1620	1196	1499	1632	1688	1301	1426	1401
AK6P1	478	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
AK6P2	471	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1
AK7	5001	314	22	173	342	23	252	98	21	80	49	78	277	48	234	510	276
AK8	2731	5	1	6	19	16	72	15	1	9	19	3	5	29	36	112	14
AK9	10098	111	22	25	98	19	220	99	24	48	35	40	64	37	53	580	82
AKAIN1	711	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AKAP10	4848	624	765	541	425	441	297	356	461	420	432	980	393	554	424	450	390
AKAP11	9920	259	173	138	190	168	617	358	123	281	243	328	133	170	336	748	293
AKAP12	8741	1367	494	122	723	5813	7890	2485	353	2695	2574	94	246	3713	2107	2404	2156
AKAP13	20280	2817	1510	1181	2606	562	1511	1119	1046	1170	1024	2901	1639	595	1105	2424	1220
AKAP14	1170	0	0	1	0	0	1	6	0	9	1	1	0	0	26	0	18
AKAP1	5399	642	147	151	389	1965	276	1269	116	855	672	400	423	1701	1171	869	1381
AKAP17A	8150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17BP	2719	0	0	0	1	7	0	5	0	2	5	8	0	9	2	5	2
AKAP2	7862	47	8	11	12	0	54	23	9	21	7	13	15	5	7	19	10
AKAP3	3668	20	17	10	12	18	44	29	15	25	24	12	17	548	31	124	33
AKAP4	3042	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
AKAP5	7512	33	1	14	30	17	111	78	1	120	50	35	20	24	93	45	81
AKAP6	19748	30	5	5	18	9	71	4	0	12	8	0	8	25	14	423	18
AKAP7	4394	11	8	16	22	67	283	171	1	705	310	35	30	87	216	422	372
AKAP8	4296	925	359	577	645	580	340	630	290	633	609	772	658	593	401	486	404
AKAP8L	5081	369	428	365	389	401	300	459	438	548	432	506	474	463	484	619	696
AKAP8P1	1349	0	0	0	2	4	0	0	0	0	0	5	2	3	0	0	0
AKAP9	18210	2392	1343	1714	1369	776	964	1352	1004	1722	1290	4646	1538	1409	2175	2744	1940
AKIP1	2300	1086	311	543	722	391	1123	631	247	457	380	687	470	580	647	1069	681
AKIRIN1	2741	949	779	733	1012	1356	757	2325	643	2251	1387	1352	983	1359	2668	1210	1824
AKIRIN1P1	544	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0
AKIRIN1P2	570	1	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0
AKIRIN2	1999	172	147	136	147	246	182	228	102	341	262	336	186	287	252	260	257
AKIRIN2P1	352	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
AKNA	10601	113	140	128	176	316	32	147	131	151	139	317	178	426	107	76	142
AKNAD1	4915	34	4	22	9	3	10	3	8	3	3	45	37	6	0	17	1
AKR1A1	3121	6488	4457	6644	5423	14423	7287	12236	5092	11092	7337	6912	4896	15444	13363	12593	15586
AKR1B10	1744	1	3	0	2	25	0	0	3	11	158	0	1	14	1	0	0
AKR1B10P1	942	0	0	1	0	44	0	0	1	10	66	1	0	17	0	0	0
AKR1B10P2	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1	3660	69881	31128	98641	89832	2481	7249	11218	33455	8598	5952	69336	114827	2653	11363	16564	10240
AKR1B15	3325	4	301	29	11	8	0	6	473	3	23	32	28	6	3	0	7
AKR1B1P1	956	6	1	2	7	6	2	0	2	2	0	6	8	2	2	3	6
AKR1B1P2	934	6	3	5	10	27	0	0	5	2	12	2	14	10	1	2	1
AKR1B1P3	588	11	1	7	8	15	4	0	3	0	3	4	11	8	0	1	0
AKR1B1P4	922	1	0	1	0	8	0	0	0	0	3	2	2	4	0	0	0
AKR1B1P7	952	9	8	14	12	62	1	1	5	5	24	9	8	21	0	1	1
AKR1B1P8	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	8765	1	1	0	1	1	41	14	3	4	9	1	3	0	26	174	22
AKR1C2	6461	0	0	0	0	4	17	4	0	2	10	0	0	0	4	138	3
AKR1C3	4532	0	1	0	1	0	18	50	0	32	54	1	0	0	37	0	63
AKR1C4	1914	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0
AKR1C5P	609	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AKR1C6P	983	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AKR1C7P	895	0	0	0	1	0	0	0	0	2	2	4	1	0	0	0	0
AKR1C8P	2222	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AKR1D1	3093	5	11	1	0	3	4	1	10	9	19	4	0	4	0	1	0
AKR1D1P1	936	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	2417	6	0	0	4	25	23	15	18	5	26	4	24	18	61	4	28
AKR7A2	1781	338	72	133	443	118	141	99	67	71	61	265	359	104	176	184	97
AKR7A2P1	915	7	1	4	2	7	3	6	0	7	6	5	3	5	9	4	6
AKR7A3	1710	5	4	3	16	12	2	1	0	4	8	10	10	5	4	8	2
AKR7L	2768	39	2	20	37	12	3	16	2	13	6	13	53	7	10	25	4
AKT1	11162	582	180	695	530	307	281	228	112	161	252	2541	486	257	213	363	178
AKT1S1	5737	267	176	143	188	189	138	178	138	118	210	312	187	216	140	135	94
AKT2	15035	1152	221	407	753	744	521	651	164	636	549	712	805	617	625	594	523
AKT3	9475	295	83	58	263	58	268	173	99	98	117	142	256	46	242	424	226
AKT3-IT1	517	13	0	2	7	2	0	2	0	1	1	2	2	3	6	2	3
AKTIP	5202	1051	782	827	906	237	248	254	671	259	174	703	724	295	214	504	231
AL008582.1	442	3	6	4	1	1	5	0	0	9	1	10	1	1	8	10	15
AL008626.1	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008627.1	486	1	0	1	2	1	0	0	0	2	0	0	1	0	0	1	0
AL008628.1	5187	1	0	0	0	0	1	0	0	0	0	1	0	0	0	17	0
AL008629.1	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008635.1	385	8	3	5	5	0	1	2	7	2	3	12	7	1	2	8	6
AL008636.1	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008638.1	473	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AL008638.2	2383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008638.3	5182	0	0	2	0	1	0	1	0	0	2	0	0	1	0	4	0
AL008638.4	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008638.5	1298	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AL008638.6	4254	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AL008707.1	534	0	0	0	0	0	0	1	0	5	1	0	0	0	1	0	7
AL008718.1	487	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
AL008718.2	1313	0	0	0	0	0	0	4	0	1	0	0	0	0	2	0	3
AL008718.3	321	2	2	4	2	1	0	3	1	3	2	4	2	1	0	0	0
AL008719.1	473	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AL008721.1	604	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1
AL008721.2	3754	31	17	26	37	9	57	39	7	12	29	83	21	23	45	123	82
AL008723.1	590	0	0	0	1	0	3	3	0	0	0	0	0	0	0	1	1
AL008723.2	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008723.3	449	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
AL008726.1	569	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
AL008727.1	4728	3	2	0	0	8	3	0	0	1	0	4	3	1	4	9	2
AL008729.1	3115	5	12	18	30	11	12	22	5	9	3	4	23	1	10	51	12
AL008729.2	473	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
AL008733.1	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008987.1	237	1	0	0	2	6	0	0	0	2	4	0	0	3	1	0	0
AL009028.1	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL009031.1	1667	2	0	0	4	18	0	74	0	33	20	0	2	24	253	0	35
AL009048.1	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL009050.1	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL009172.1	1098	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
AL009172.2	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL009174.1	416	50	11	18	46	304	17	46	10	67	200	34	31	133	66	53	38
AL009176.1	650	0	0	0	0	0	7	1	0	2	0	0	0	2	0	4	2
AL009178.1	1486	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL009178.2	2719	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
AL009179.1	265	1	3	0	0	0	0	2	0	0	1	0	1	0	2	6	1
AL009181.1	1085	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
AL009183.1	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL020989.1	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL020991.1	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL020993.1	297	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AL020994.1	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL020994.2	571	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL020994.3	274	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AL020995.1	1680	13	6	6	11	9	5	7	9	2	6	30	8	12	3	7	8
AL020996.1	2793	10	8	9	5	7	18	3	1	3	2	6	10	8	7	15	12
AL020996.2	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
